feature	accession	entry	log2fc	ci_low	ci_high	se	t	p	q	residual_sd	mean_log2_abundance
psvid_61949_sp|O75438|NDUB1_HUMAN	O75438	NDUB1_HUMAN	0.35563708044221265	0.0037246300633252405	0.7075495308211001	0.15419004308791354	2.30648538206479	0.048103997503789166	0.9999395271090271	0.1349996161115359	23.100198937987592
psvid_105053_sp|Q8NEW0|ZNT7_HUMAN	Q8NEW0	ZNT7_HUMAN	-0.4231791280340662	-0.8455906762802153	-0.0007675797879170831	0.1850791432777722	-2.2864765880126567	0.04966930138468267	0.9999395271090271	0.23212590345031497	23.390273295266173
psvid_28839_sp|Q02928|CP4AB_HUMAN	Q02928	CP4AB_HUMAN	-0.388279682347175	-0.8001633946404063	0.02360402994605626	0.18046638383304334	-2.1515346742160473	0.0616185449510248	0.9999395271090271	0.21942010502818873	28.574726768834083
psvid_62500_sp|Q9Y230|RUVB2_HUMAN	Q9Y230	RUVB2_HUMAN	0.40040759343861954	-0.032824281348538265	0.8336394682257773	0.18982005714367023	2.1094061368634014	0.06589558438909594	0.9999395271090271	0.2448059809941497	21.427946764804872
psvid_165824_sp|P61960|UFM1_HUMAN	P61960	UFM1_HUMAN	0.601147543763326	-0.05548612161885591	1.257781209145508	0.2877032996395725	2.089470452776971	0.06801892388274282	0.9999395271090271	0.4679415999476108	23.616316233589988
psvid_43856_sp|Q8N128|F177A_HUMAN	Q8N128	F177A_HUMAN	0.5854460514075415	-0.06943676995415449	1.2403288727692374	0.2869361693073882	2.0403354962906977	0.0735393625803337	0.9999395271090271	0.4663361740019459	23.29378918728809
psvid_89442_sp|Q8N1S5|S39AB_HUMAN	Q8N1S5	S39AB_HUMAN	0.38859021514034975	-0.0468955009387223	0.8240759312194218	0.19080757516282362	2.0365554921430684	0.07398155130305191	0.9999395271090271	0.24740432308688692	23.273704104293316
psvid_882831_sp|Q6IQ22|RAB12_HUMAN	Q6IQ22	RAB12_HUMAN	-0.5877646062800519	-1.2640120007482905	0.08848278818818656	0.29629703290941745	-1.9837006145780087	0.08043927953328636	0.9999395271090271	0.4858454013882776	21.6358367073718
psvid_67692_sp|P04062|GBA1_HUMAN	P04062	GBA1_HUMAN	0.4528424470363124	-0.07003153207052015	0.9757164261431449	0.2290966440125363	1.9766437391004845	0.08134140232804242	0.9999395271090271	0.34046124944901557	23.028026348006037
psvid_65281_sp|P22314|UBA1_HUMAN	P22314	UBA1_HUMAN	-0.3054578502126093	-0.6590385652483872	0.04812286482316869	0.15492099136510876	-1.971700849065212	0.0819790458704627	0.9999395271090271	0.13781755224589645	23.686086253696494
psvid_82107_sp|O00560|SDCB1_HUMAN	O00560	SDCB1_HUMAN	-0.5012302572547611	-1.0916265700031842	0.08916605549366197	0.2586814783154545	-1.937634887966449	0.08650542508609337	0.9999395271090271	0.40622060508966007	21.62549884099634
psvid_62663_sp|P35914|HMGCL_HUMAN	P35914	HMGCL_HUMAN	0.43405406375763533	-0.07962860994814835	0.947736737463419	0.22506948392116682	1.9285336074688284	0.0877545157254095	0.9999395271090271	0.331195772852784	23.637466376671135
psvid_73785_sp|Q8N2U9|S66A2_HUMAN	Q8N2U9	S66A2_HUMAN	-0.7401019544191048	-1.616950069964549	0.13674616112633953	0.38419001252141854	-1.9263956123217654	0.088050423617734	0.9999395271090271	0.6629864704671206	23.300986598647512
psvid_55981_sp|Q08AH3|ACS2A_HUMAN	Q08AH3	ACS2A_HUMAN	-0.3992533570177459	-0.8755284694294116	0.07702175539391992	0.20867940314526984	-1.9132379669488038	0.08989250860185524	0.9999395271090271	0.29240632596849375	23.249392846930824
psvid_26666_sp|P51858|HDGF_HUMAN	P51858	HDGF_HUMAN	0.5561011504091047	-0.10869825100106134	1.2209005518192706	0.29128110766723336	1.9091562609834902	0.09047135907676121	0.9999395271090271	0.4754131472516145	22.219060465097684
psvid_89321_sp|Q96HV5|TM41A_HUMAN	Q96HV5	TM41A_HUMAN	0.5281378130584722	-0.10467980596387727	1.1609554320808217	0.2772683257974915	1.9047895627436662	0.09109454549920074	0.9999395271090271	0.4459931166571263	22.040148824210494
psvid_50514_sp|Q8N6M3|FITM2_HUMAN	Q8N6M3	FITM2_HUMAN	-0.44585136468150655	-0.984399951638134	0.0926972222751209	0.23596445575703098	-1.8894852754458618	0.093310983969645	0.9999395271090271	0.35606372079393833	21.33367327415414
psvid_66580_sp|Q9Y281|COF2_HUMAN	Q9Y281	COF2_HUMAN	0.5459562282481727	-0.11604017189632887	1.2079526283926743	0.29005297582517164	1.8822638405794043	0.09437448574325097	0.9999395271090271	0.4728513605334001	22.294070539989143
psvid_39830_sp|Q9H489|TSY26_HUMAN	Q9H489	TSY26_HUMAN	-0.28045011899393035	-0.6207053091357145	0.05980507114785383	0.149082427667343	-1.8811748868197689	0.0945358484455838	0.9999395271090271	0.11381732566049041	21.74203827531507
psvid_86283_sp|P56134|ATPK_HUMAN	P56134	ATPK_HUMAN	-0.516019408282129	-1.1555994011248845	0.12356058456062657	0.280231252257247	-1.8414056395409921	0.10061073501126434	0.9999395271090271	0.4522502167228045	26.721961320267503
psvid_40213_sp|Q7L576|CYFP1_HUMAN	Q7L576	CYFP1_HUMAN	-0.43302515658815377	-0.9717194587221637	0.10566914554585616	0.2360283006975978	-1.834632352596355	0.10168136081206794	0.9999395271090271	0.35620767289427335	23.91385229212137
psvid_107318_sp|Q9NYL4|FKB11_HUMAN	Q9NYL4	FKB11_HUMAN	-0.3908939234052822	-0.8818114083275255	0.10002356151696118	0.21509494214050703	-1.8173087638199206	0.10446854933862486	0.9999395271090271	0.3078182107375561	25.59260446111276
psvid_80162_sp|P14406|CX7A2_HUMAN	P14406	CX7A2_HUMAN	0.35056874428639606	-0.09129585179186839	0.7924333403646605	0.19360247423749163	1.8107658265583648	0.10553977165283386	0.9999395271090271	0.25468516202247565	24.512538253383763
