protein_id	entry	sample_id	batch	lfq	n_unique_peptides_msms_run	n_unique_peptides_mbr_run	mbr_intensity_frac_run	n_runs_with_psm_any
psvid_101757_sp|Q9UBY8|CLN8_HUMAN	CLN8_HUMAN	AZ905	B2021-05-06	19.6979	0	1	1	3
psvid_103297_sp|O14957|QCR10_HUMAN	QCR10_HUMAN	AZ905	B2021-05-06	21.933	0	1	1	3
psvid_103831_sp|Q629K1|TRIQK_HUMAN	TRIQK_HUMAN	AZ905	B2021-05-06	21.4764	0	1	1	2
psvid_104292_sp|Q96NZ9|PRAP1_HUMAN	PRAP1_HUMAN	AZ905	B2021-05-06	18.6266	0	1	1	1
psvid_106809_sp|P62310|LSM3_HUMAN	LSM3_HUMAN	AZ905	B2021-05-06	19.7911	0	1	1	3
psvid_160566_sp|Q6V1P9|PCD23_HUMAN	PCD23_HUMAN	AZ905	B2021-05-06	23.0442	0	1	1	1
psvid_166059_sp|Q9Y3P4|RHBD3_HUMAN	RHBD3_HUMAN	AZ905	B2021-05-06	19.1936	0	1	1	2
psvid_19404_sp|Q4G0X4|KCD21_HUMAN	KCD21_HUMAN	AZ905	B2021-05-06	19.1337	0	1	1	4
psvid_23192_sp|Q15042|RB3GP_HUMAN	RB3GP_HUMAN	AZ905	B2021-05-06	19.6596	0	1	1	5
psvid_23563_sp|O75578|ITA10_HUMAN	ITA10_HUMAN	AZ905	B2021-05-06	20.7476	0	1	1	5
psvid_24000_sp|Q9P0L2|MARK1_HUMAN	MARK1_HUMAN	AZ905	B2021-05-06	22.5304	0	1	1	2
psvid_24061_sp|Q9NYQ8|FAT2_HUMAN	FAT2_HUMAN	AZ905	B2021-05-06	20.7196	0	1	1	1
psvid_24287_sp|Q5T011|SZT2_HUMAN	SZT2_HUMAN	AZ905	B2021-05-06	18.7241	0	1	1	5
psvid_24320_sp|O14894|T4S5_HUMAN	T4S5_HUMAN	AZ905	B2021-05-06	17.953	0	1	1	4
psvid_24430_sp|NEDD8_HUMAN|	NEDD8_HUMAN	AZ905	B2021-05-06	20.5315	0	1	1	3
psvid_25075_sp|O14976|GAK_HUMAN	GAK_HUMAN	AZ905	B2021-05-06	20.0501	0	1	1	2
psvid_25469_sp|Q7RTS9|DYM_HUMAN	DYM_HUMAN	AZ905	B2021-05-06	18.9203	0	1	1	2
psvid_25547_sp|Q15361|TTF1_HUMAN	TTF1_HUMAN	AZ905	B2021-05-06	20.5107	0	1	1	3
psvid_25591_sp|Q9Y5H5|PCDA9_HUMAN	PCDA9_HUMAN	AZ905	B2021-05-06	18.5184	0	1	1	1
psvid_25610_sp|P53634|CATC_HUMAN	CATC_HUMAN	AZ905	B2021-05-06	19.5542	0	1	1	5
psvid_25800_sp|Q96S15|WDR24_HUMAN	WDR24_HUMAN	AZ905	B2021-05-06	19.1066	0	1	1	1
psvid_25915_sp|Q86YZ3|HORN_HUMAN	HORN_HUMAN	AZ905	B2021-05-06	18.1074	0	1	1	2
psvid_26897_sp|P62942|FKB1A_HUMAN	FKB1A_HUMAN	AZ905	B2021-05-06	20.6658	0	1	1	4
psvid_29405_sp|O00178|GTPB1_HUMAN	GTPB1_HUMAN	AZ905	B2021-05-06	23.9215	0	1	1	3
psvid_29652_sp|Q96RL7|VP13A_HUMAN	VP13A_HUMAN	AZ905	B2021-05-06	18.597	0	1	1	2
psvid_31334_sp|P46379|BAG6_HUMAN	BAG6_HUMAN	AZ905	B2021-05-06	20.4143	0	1	1	5
psvid_31809_sp|P08123|CO1A2_HUMAN	CO1A2_HUMAN	AZ905	B2021-05-06	20.1527	0	1	1	6
psvid_32779_sp|O95070|YIF1A_HUMAN	YIF1A_HUMAN	AZ905	B2021-05-06	23.3873	0	1	1	5
psvid_33048_sp|O14802|RPC1_HUMAN	RPC1_HUMAN	AZ905	B2021-05-06	22.3848	0	1	1	1
psvid_33137_sp|Q9ULJ3|ZBT21_HUMAN	ZBT21_HUMAN	AZ905	B2021-05-06	22.3117	0	1	1	2
psvid_33230_sp|P52630|STAT2_HUMAN	STAT2_HUMAN	AZ905	B2021-05-06	20.1408	0	1	1	5
psvid_33887_sp|Q9NTI5|PDS5B_HUMAN	PDS5B_HUMAN	AZ905	B2021-05-06	19.1895	0	1	1	2
psvid_33958_sp|Q8TCD5|NT5C_HUMAN	NT5C_HUMAN	AZ905	B2021-05-06	24.4381	0	1	1	5
psvid_34050_sp|Q8IX12|CCAR1_HUMAN	CCAR1_HUMAN	AZ905	B2021-05-06	18.786	0	1	1	2
psvid_34851_sp|Q92539|LPIN2_HUMAN	LPIN2_HUMAN	AZ905	B2021-05-06	21.0622	0	1	1	5
psvid_34974_sp|Q6P9B9|INT5_HUMAN	INT5_HUMAN	AZ905	B2021-05-06	16.7672	0	1	1	2
psvid_35355_sp|Q9UL63|MKLN1_HUMAN	MKLN1_HUMAN	AZ905	B2021-05-06	20.8235	0	1	1	1
psvid_35407_sp|Q96CN5|LRC45_HUMAN	LRC45_HUMAN	AZ905	B2021-05-06	20.0343	0	1	1	2
psvid_35675_sp|P10074|ZBT48_HUMAN	ZBT48_HUMAN	AZ905	B2021-05-06	22.1292	0	1	1	3
psvid_35739_sp|P85299|PRR5_HUMAN	PRR5_HUMAN	AZ905	B2021-05-06	18.6709	0	1	1	1
psvid_35997_sp|O43903|GAS2_HUMAN	GAS2_HUMAN	AZ905	B2021-05-06	20.7055	0	2	1	1
psvid_36023_sp|Q9P0K7|RAI14_HUMAN	RAI14_HUMAN	AZ905	B2021-05-06	20.1491	0	1	1	6
psvid_36474_sp|Q02880|TOP2B_HUMAN	TOP2B_HUMAN	AZ905	B2021-05-06	18.4002	0	1	1	2
psvid_36490_sp|Q8IY26|PLPP6_HUMAN	PLPP6_HUMAN	AZ905	B2021-05-06	22.0297	0	1	1	6
psvid_37710_sp|P46013|KI67_HUMAN	KI67_HUMAN	AZ905	B2021-05-06	18.8115	0	1	1	1
psvid_37739_sp|Q09161|NCBP1_HUMAN	NCBP1_HUMAN	AZ905	B2021-05-06	18.9184	0	1	1	2
psvid_37854_sp|Q8TF47|ZFP90_HUMAN	ZFP90_HUMAN	AZ905	B2021-05-06	22.2212	0	1	1	4
psvid_38033_sp|Q4G0F5|VP26B_HUMAN	VP26B_HUMAN	AZ905	B2021-05-06	20.8472	0	1	1	4
psvid_39526_sp|Q96AN5|TM143_HUMAN	TM143_HUMAN	AZ905	B2021-05-06	20.8348	0	1	1	2
psvid_39830_sp|Q9H489|TSY26_HUMAN	TSY26_HUMAN	AZ905	B2021-05-06	21.3099	0	1	1	2
psvid_40176_sp|A6NIV6|LRIQ4_HUMAN	LRIQ4_HUMAN	AZ905	B2021-05-06	22.5957	0	1	1	5
psvid_40261_sp|A5D6W6|FITM1_HUMAN	FITM1_HUMAN	AZ905	B2021-05-06	19.327	0	1	1	2
psvid_41969_sp|Q8NI27|THOC2_HUMAN	THOC2_HUMAN	AZ905	B2021-05-06	19.9453	0	2	1	5
psvid_42885_sp|Q16647|PTGIS_HUMAN	PTGIS_HUMAN	AZ905	B2021-05-06	21.9734	0	2	1	7
psvid_43076_sp|Q9HA77|SYCM_HUMAN	SYCM_HUMAN	AZ905	B2021-05-06	15.4854	0	1	1	3
psvid_43120_sp|Q9H300|PARL_HUMAN	PARL_HUMAN	AZ905	B2021-05-06	19.1783	0	1	1	2
psvid_43903_sp|P23142|FBLN1_HUMAN	FBLN1_HUMAN	AZ905	B2021-05-06	18.9997	0	1	1	1
psvid_44643_sp|Q86VI4|LAP4B_HUMAN	LAP4B_HUMAN	AZ905	B2021-05-06	22.2124	0	1	1	4
psvid_45541_sp|Q14031|CO4A6_HUMAN	CO4A6_HUMAN	AZ905	B2021-05-06	20.0089	0	1	1	1
psvid_47177_sp|P0C7P0|CISD3_HUMAN	CISD3_HUMAN	AZ905	B2021-05-06	20.0951	0	1	1	4
psvid_49392_sp|O15254|ACOX3_HUMAN	ACOX3_HUMAN	AZ905	B2021-05-06	20.0507	0	1	1	2
psvid_50662_sp|O14737|PDCD5_HUMAN	PDCD5_HUMAN	AZ905	B2021-05-06	17.6349	0	1	1	2
psvid_51096_sp|O14786|NRP1_HUMAN	NRP1_HUMAN	AZ905	B2021-05-06	19.2839	0	1	1	7
psvid_51449_sp|O75718|CRTAP_HUMAN	CRTAP_HUMAN	AZ905	B2021-05-06	21.9257	0	5	1	7
psvid_52281_sp|Q9HBM0|VEZA_HUMAN	VEZA_HUMAN	AZ905	B2021-05-06	20.4837	0	1	1	4
psvid_52524_sp|P35659|DEK_HUMAN	DEK_HUMAN	AZ905	B2021-05-06	20.9832	0	1	1	2
psvid_52567_sp|Q7LBR1|CHM1B_HUMAN	CHM1B_HUMAN	AZ905	B2021-05-06	20.9305	0	1	1	3
psvid_52723_sp|P42685|FRK_HUMAN	FRK_HUMAN	AZ905	B2021-05-06	20.107	0	1	1	4
psvid_52743_sp|Q96F15|GIMA5_HUMAN	GIMA5_HUMAN	AZ905	B2021-05-06	18.8438	0	1	1	3
psvid_53115_sp|Q09327|MGAT3_HUMAN	MGAT3_HUMAN	AZ905	B2021-05-06	22.0034	0	1	1	7
psvid_53119_sp|Q96E22|NGBR_HUMAN	NGBR_HUMAN	AZ905	B2021-05-06	18.9927	0	1	1	3
psvid_53694_sp|Q13263|TIF1B_HUMAN	TIF1B_HUMAN	AZ905	B2021-05-06	19.1944	0	1	1	2
psvid_54356_sp|Q15637|SF01_HUMAN	SF01_HUMAN	AZ905	B2021-05-06	19.5751	0	1	1	1
psvid_55515_sp|P31146|COR1A_HUMAN	COR1A_HUMAN	AZ905	B2021-05-06	18.8715	0	1	1	1
psvid_55942_sp|Q12792|TWF1_HUMAN	TWF1_HUMAN	AZ905	B2021-05-06	19.3506	0	1	1	1
psvid_56928_sp|Q9Y365|STA10_HUMAN	STA10_HUMAN	AZ905	B2021-05-06	22.2852	0	1	1	3
psvid_57041_sp|P04233|HG2A_HUMAN	HG2A_HUMAN	AZ905	B2021-05-06	21.3366	0	1	1	4
psvid_57045_sp|Q32M88|PGGHG_HUMAN	PGGHG_HUMAN	AZ905	B2021-05-06	20.5994	0	1	1	1
psvid_57275_sp|Q15818|NPTX1_HUMAN	NPTX1_HUMAN	AZ905	B2021-05-06	22.1377	0	1	1	2
psvid_57349_sp|Q6PID8|KLD10_HUMAN	KLD10_HUMAN	AZ905	B2021-05-06	18.205	0	1	1	1
psvid_58058_sp|Q16280|CNGA2_HUMAN	CNGA2_HUMAN	AZ905	B2021-05-06	22.0821	0	1	1	2
psvid_58327_sp|Q8WUD6|CHPT1_HUMAN	CHPT1_HUMAN	AZ905	B2021-05-06	21.8824	0	1	1	6
psvid_58331_sp|P15735|PHKG2_HUMAN	PHKG2_HUMAN	AZ905	B2021-05-06	20.2559	0	1	1	5
psvid_59156_sp|Q9Y2S7|PDIP2_HUMAN	PDIP2_HUMAN	AZ905	B2021-05-06	20.0623	0	1	1	2
psvid_60391_sp|Q96CP7|TLCD1_HUMAN	TLCD1_HUMAN	AZ905	B2021-05-06	18.4994	0	1	1	2
psvid_60521_sp|Q9UG63|ABCF2_HUMAN	ABCF2_HUMAN	AZ905	B2021-05-06	21.8474	0	2	1	4
psvid_60919_sp|Q9Y548|YIPF1_HUMAN	YIPF1_HUMAN	AZ905	B2021-05-06	19.5609	0	1	1	3
psvid_61283_sp|Q96PB8|LRC3B_HUMAN	LRC3B_HUMAN	AZ905	B2021-05-06	21.0365	0	1	1	2
psvid_61521_sp|O95562|SFT2B_HUMAN	SFT2B_HUMAN	AZ905	B2021-05-06	20.5175	0	1	1	3
psvid_61820_sp|P15428|PGDH_HUMAN	PGDH_HUMAN	AZ905	B2021-05-06	21.386	0	1	1	3
psvid_61983_sp|Q92522|H1X_HUMAN	H1X_HUMAN	AZ905	B2021-05-06	19.7678	0	1	1	4
psvid_62065_sp|Q9HC58|NCKX3_HUMAN	NCKX3_HUMAN	AZ905	B2021-05-06	18.3866	0	1	1	1
psvid_62390_sp|Q70CQ3|UBP30_HUMAN	UBP30_HUMAN	AZ905	B2021-05-06	17.9261	0	1	1	1
psvid_62853_sp|Q9P000|COMD9_HUMAN	COMD9_HUMAN	AZ905	B2021-05-06	20.5428	0	1	1	1
psvid_63398_sp|Q8WTW4|NPRL2_HUMAN	NPRL2_HUMAN	AZ905	B2021-05-06	16.2668	0	1	1	1
psvid_63557_sp|Q96CW5|GCP3_HUMAN	GCP3_HUMAN	AZ905	B2021-05-06	17.425	0	1	1	1
psvid_63796_sp|Q9Y5X3|SNX5_HUMAN	SNX5_HUMAN	AZ905	B2021-05-06	20.833	0	1	1	4
psvid_64381_sp|P54578|UBP14_HUMAN	UBP14_HUMAN	AZ905	B2021-05-06	19.3863	0	1	1	3
psvid_64926_sp|Q8TD55|PKHO2_HUMAN	PKHO2_HUMAN	AZ905	B2021-05-06	21.6083	0	1	1	1
psvid_64933_sp|Q9NP71|MLXPL_HUMAN	MLXPL_HUMAN	AZ905	B2021-05-06	20.2053	0	1	1	1
psvid_65026_sp|Q5GLZ8|HERC4_HUMAN	HERC4_HUMAN	AZ905	B2021-05-06	21.9311	0	1	1	2
psvid_65493_sp|Q96SF2|TCPQM_HUMAN	TCPQM_HUMAN	AZ905	B2021-05-06	19.2099	0	1	1	1
psvid_67092_sp|Q9UIF3|TEKT2_HUMAN	TEKT2_HUMAN	AZ905	B2021-05-06	18.7105	0	1	1	4
psvid_67726_sp|P29728|OAS2_HUMAN	OAS2_HUMAN	AZ905	B2021-05-06	19.6511	0	1	1	1
psvid_68011_sp|Q7Z4G4|TRM11_HUMAN	TRM11_HUMAN	AZ905	B2021-05-06	21.9337	0	1	1	2
psvid_68198_sp|P51636|CAV2_HUMAN	CAV2_HUMAN	AZ905	B2021-05-06	19.175	0	1	1	1
psvid_68290_sp|O95236|APOL3_HUMAN	APOL3_HUMAN	AZ905	B2021-05-06	18.9277	0	1	1	4
psvid_69680_sp|Q5ZPR3|CD276_HUMAN	CD276_HUMAN	AZ905	B2021-05-06	20.4211	0	1	1	4
psvid_70783_sp|P56589|PEX3_HUMAN	PEX3_HUMAN	AZ905	B2021-05-06	22.5738	0	1	1	5
psvid_70803_sp|Q16630|CPSF6_HUMAN	CPSF6_HUMAN	AZ905	B2021-05-06	22.1324	0	1	1	1
psvid_71105_sp|Q96DI7|SNR40_HUMAN	SNR40_HUMAN	AZ905	B2021-05-06	21.9855	0	2	1	4
psvid_72929_sp|Q9BZW4|TM6S2_HUMAN	TM6S2_HUMAN	AZ905	B2021-05-06	19.8897	0	1	1	2
psvid_73157_sp|Q9BV38|WDR18_HUMAN	WDR18_HUMAN	AZ905	B2021-05-06	19.8872	0	1	1	2
psvid_73715_sp|P81172|HEPC_HUMAN	HEPC_HUMAN	AZ905	B2021-05-06	20.5828	0	1	1	2
psvid_75117_sp|P41223|BUD31_HUMAN	BUD31_HUMAN	AZ905	B2021-05-06	20.1621	0	2	1	4
psvid_75267_sp|Q9Y584|TIM22_HUMAN	TIM22_HUMAN	AZ905	B2021-05-06	20.3882	0	1	1	2
psvid_76499_sp|O60232|ZNRD2_HUMAN	ZNRD2_HUMAN	AZ905	B2021-05-06	20.357	0	1	1	2
psvid_76916_sp|Q9UNI6|DUS12_HUMAN	DUS12_HUMAN	AZ905	B2021-05-06	19.0043	0	1	1	1
psvid_77130_sp|O75436|VP26A_HUMAN	VP26A_HUMAN	AZ905	B2021-05-06	20.9814	0	1	1	4
psvid_77265_sp|Q6P2H8|TMM53_HUMAN	TMM53_HUMAN	AZ905	B2021-05-06	20.7833	0	1	1	2
psvid_77778_sp|P19075|TSN8_HUMAN	TSN8_HUMAN	AZ905	B2021-05-06	19.9718	0	1	1	2
psvid_77897_sp|O43237|DC1L2_HUMAN	DC1L2_HUMAN	AZ905	B2021-05-06	20.7704	0	1	1	2
psvid_78346_sp|Q14246|AGRE1_HUMAN	AGRE1_HUMAN	AZ905	B2021-05-06	21.6009	0	1	1	3
psvid_79584_sp|Q96F85|CNRP1_HUMAN	CNRP1_HUMAN	AZ905	B2021-05-06	21.5971	0	1	1	3
psvid_79932_sp|Q7Z4T8|GLTL5_HUMAN	GLTL5_HUMAN	AZ905	B2021-05-06	20.9179	0	1	1	2
psvid_80814_sp|P49591|SYSC_HUMAN	SYSC_HUMAN	AZ905	B2021-05-06	20.0343	0	1	1	7
psvid_80855_sp|P18283|GPX2_HUMAN	GPX2_HUMAN	AZ905	B2021-05-06	19.7556	0	1	1	1
psvid_81054_sp|P36222|CH3L1_HUMAN	CH3L1_HUMAN	AZ905	B2021-05-06	22.1716	0	2	1	2
psvid_81396_sp|Q9NVT9|ARMC1_HUMAN	ARMC1_HUMAN	AZ905	B2021-05-06	20.8646	0	1	1	3
psvid_81474_sp|Q9Y5Y7|LYVE1_HUMAN	LYVE1_HUMAN	AZ905	B2021-05-06	20.178	0	1	1	7
psvid_82405_sp|Q14061|COX17_HUMAN	COX17_HUMAN	AZ905	B2021-05-06	19.3308	0	1	1	4
psvid_82829_sp|Q6ZMH5|S39A5_HUMAN	S39A5_HUMAN	AZ905	B2021-05-06	18.4964	0	1	1	2
psvid_83185_sp|Q6P9B6|MEAK7_HUMAN	MEAK7_HUMAN	AZ905	B2021-05-06	18.7969	0	1	1	1
psvid_8353_sp|Q96EK6|GNA1_HUMAN	GNA1_HUMAN	AZ905	B2021-05-06	22.7419	0	1	1	4
psvid_83931_sp|Q8WU10|PYRD1_HUMAN	PYRD1_HUMAN	AZ905	B2021-05-06	21.7448	0	1	1	5
psvid_84663_sp|Q92982|NINJ1_HUMAN	NINJ1_HUMAN	AZ905	B2021-05-06	20.1264	0	1	1	1
psvid_85842_sp|P60983|GMFB_HUMAN	GMFB_HUMAN	AZ905	B2021-05-06	21.6446	0	1	1	2
psvid_86559_sp|Q9GZS3|SKI8_HUMAN	SKI8_HUMAN	AZ905	B2021-05-06	21.0339	0	1	1	5
psvid_86697_sp|Q9HBU9|POPD2_HUMAN	POPD2_HUMAN	AZ905	B2021-05-06	20.6135	0	1	1	3
psvid_87812_sp|Q13144|EI2BE_HUMAN	EI2BE_HUMAN	AZ905	B2021-05-06	21.4813	0	2	1	4
psvid_87840_sp|Q9UJ83|HACL1_HUMAN	HACL1_HUMAN	AZ905	B2021-05-06	17.7544	0	1	1	2
psvid_93351_sp|O15121|DEGS1_HUMAN	DEGS1_HUMAN	AZ905	B2021-05-06	21.4044	0	1	1	6
psvid_94453_sp|P54709|AT1B3_HUMAN	AT1B3_HUMAN	AZ905	B2021-05-06	19.8179	0	1	1	1
psvid_95434_sp|Q9Y3F4|STRAP_HUMAN	STRAP_HUMAN	AZ905	B2021-05-06	21.1877	0	1	1	2
psvid_96569_sp|Q9GZQ3|COMD5_HUMAN	COMD5_HUMAN	AZ905	B2021-05-06	18.5195	0	1	1	2
psvid_97637_sp|Q15126|PMVK_HUMAN	PMVK_HUMAN	AZ905	B2021-05-06	18.8024	0	1	1	1
psvid_98079_sp|A2RUH7|MBPHL_HUMAN	MBPHL_HUMAN	AZ905	B2021-05-06	25.4604	0	1	1	3
psvid_98402_sp|P10153|RNAS2_HUMAN	RNAS2_HUMAN	AZ905	B2021-05-06	19.0529	0	1	1	2
psvid_99647_sp|A6NJT0|UNC4_HUMAN	UNC4_HUMAN	AZ905	B2021-05-06	20.2417	0	1	1	1
psvid_99854_sp|P0DJ93|SIM13_HUMAN	SIM13_HUMAN	AZ905	B2021-05-06	18.3849	0	1	1	2
psvid_99999_sp|Q9H977|WDR54_HUMAN	WDR54_HUMAN	AZ905	B2021-05-06	23.6944	0	1	1	6
psvid_100102_sp|Q8N0U2|TMM61_HUMAN	TMM61_HUMAN	AZ907	B2021-05-06	26.2691	0	1	1	3
psvid_100108_sp|P03950|ANGI_HUMAN	ANGI_HUMAN	AZ907	B2021-05-06	20.969	0	2	1	3
psvid_100410_sp|Q13790|APOF_HUMAN	APOF_HUMAN	AZ907	B2021-05-06	18.7784	0	1	1	5
psvid_101757_sp|Q9UBY8|CLN8_HUMAN	CLN8_HUMAN	AZ907	B2021-05-06	19.51	0	1	1	3
psvid_102006_sp|Q8N129|CNPY4_HUMAN	CNPY4_HUMAN	AZ907	B2021-05-06	20.235	0	1	1	5
psvid_102282_sp|Q4VC31|MIX23_HUMAN	MIX23_HUMAN	AZ907	B2021-05-06	20.9501	0	2	1	4
psvid_102460_sp|O75192|PX11A_HUMAN	PX11A_HUMAN	AZ907	B2021-05-06	20.8584	0	1	1	5
psvid_103084_sp|A0PJX8|TMM82_HUMAN	TMM82_HUMAN	AZ907	B2021-05-06	21.2574	0	2	1	3
psvid_103297_sp|O14957|QCR10_HUMAN	QCR10_HUMAN	AZ907	B2021-05-06	21.5997	0	1	1	3
psvid_104292_sp|Q96NZ9|PRAP1_HUMAN	PRAP1_HUMAN	AZ907	B2021-05-06	19.5191	0	1	1	1
psvid_104457_sp|P08579|RU2B_HUMAN	RU2B_HUMAN	AZ907	B2021-05-06	18.4513	0	1	1	2
psvid_105013_sp|Q8NC44|RETR2_HUMAN	RETR2_HUMAN	AZ907	B2021-05-06	21.3493	0	1	1	6
psvid_105107_sp|O15511|ARPC5_HUMAN	ARPC5_HUMAN	AZ907	B2021-05-06	18.8368	0	1	1	5
psvid_105552_sp|Q8N386|LRC25_HUMAN	LRC25_HUMAN	AZ907	B2021-05-06	19.183	0	1	1	5
psvid_106029_sp|Q92685|ALG3_HUMAN	ALG3_HUMAN	AZ907	B2021-05-06	19.9432	0	1	1	5
psvid_106771_sp|Q8N131|PORIM_HUMAN	PORIM_HUMAN	AZ907	B2021-05-06	21.5859	0	1	1	4
psvid_106809_sp|P62310|LSM3_HUMAN	LSM3_HUMAN	AZ907	B2021-05-06	19.9464	0	1	1	3
psvid_110537_sp|Q92530|PSMF1_HUMAN	PSMF1_HUMAN	AZ907	B2021-05-06	19.4008	0	1	1	5
psvid_110612_sp|Q8N4V1|EMC5_HUMAN	EMC5_HUMAN	AZ907	B2021-05-06	21.484	0	1	1	6
psvid_1265191_sp|Q5SWA1|PR15B_HUMAN	PR15B_HUMAN	AZ907	B2021-05-06	22.1954	0	1	1	2
psvid_1265220_sp|Q96MD2|KICS2_HUMAN	KICS2_HUMAN	AZ907	B2021-05-06	16.371	0	1	1	1
psvid_138487_sp|Q9NX55|HYPK_HUMAN	HYPK_HUMAN	AZ907	B2021-05-06	22.6528	0	2	1	6
psvid_14661_sp|Q92890|UFD1_HUMAN	UFD1_HUMAN	AZ907	B2021-05-06	19.6585	0	1	1	2
psvid_159685_sp|P29474|NOS3_HUMAN	NOS3_HUMAN	AZ907	B2021-05-06	20.551	0	1	1	2
psvid_160566_sp|Q6V1P9|PCD23_HUMAN	PCD23_HUMAN	AZ907	B2021-05-06	23.4653	0	1	1	1
psvid_166059_sp|Q9Y3P4|RHBD3_HUMAN	RHBD3_HUMAN	AZ907	B2021-05-06	19.6395	0	1	1	2
psvid_167391_sp|Q8NBQ7|AQP11_HUMAN	AQP11_HUMAN	AZ907	B2021-05-06	19.5254	0	1	1	2
psvid_19721_sp|Q9BTE7|DCNL5_HUMAN	DCNL5_HUMAN	AZ907	B2021-05-06	17.8624	0	1	1	3
psvid_22058_sp|P59768|GBG2_HUMAN	GBG2_HUMAN	AZ907	B2021-05-06	21.2059	0	1	1	7
psvid_22207_sp|Q8NAV1|PR38A_HUMAN	PR38A_HUMAN	AZ907	B2021-05-06	19.5414	0	1	1	4
psvid_23468_sp|A6NE01|F186A_HUMAN	F186A_HUMAN	AZ907	B2021-05-06	18.6428	0	1	1	3
psvid_23501_sp|Q8N3G9|TM130_HUMAN	TM130_HUMAN	AZ907	B2021-05-06	20.9548	0	1	1	2
psvid_23908_sp|Q96GF1|RN185_HUMAN	RN185_HUMAN	AZ907	B2021-05-06	22.314	0	2	1	6
psvid_24000_sp|Q9P0L2|MARK1_HUMAN	MARK1_HUMAN	AZ907	B2021-05-06	22.0414	0	1	1	2
psvid_24093_sp|Q9UJV9|DDX41_HUMAN	DDX41_HUMAN	AZ907	B2021-05-06	18.203	0	1	1	2
psvid_24284_sp|O60841|IF2P_HUMAN	IF2P_HUMAN	AZ907	B2021-05-06	22.5746	0	2	1	6
psvid_24420_sp|Q96N67|DOCK7_HUMAN	DOCK7_HUMAN	AZ907	B2021-05-06	18.4588	0	1	1	3
psvid_24430_sp|NEDD8_HUMAN|	NEDD8_HUMAN	AZ907	B2021-05-06	22.3443	0	1	1	3
psvid_24857_sp|Q9HD33|RM47_HUMAN	RM47_HUMAN	AZ907	B2021-05-06	19.3519	0	1	1	4
psvid_25075_sp|O14976|GAK_HUMAN	GAK_HUMAN	AZ907	B2021-05-06	20.2846	0	1	1	2
psvid_25085_sp|Q5T3F8|TM63B_HUMAN	TM63B_HUMAN	AZ907	B2021-05-06	18.5244	0	1	1	2
psvid_25800_sp|Q96S15|WDR24_HUMAN	WDR24_HUMAN	AZ907	B2021-05-06	19.2901	0	1	1	1
psvid_26365_sp|Q07157|ZO1_HUMAN	ZO1_HUMAN	AZ907	B2021-05-06	20.8278	0	1	1	2
psvid_27199_sp|Q08379|GOGA2_HUMAN	GOGA2_HUMAN	AZ907	B2021-05-06	22.0048	0	1	1	6
psvid_29469_sp|P55265|DSRAD_HUMAN	DSRAD_HUMAN	AZ907	B2021-05-06	22.1617	0	2	1	5
psvid_29709_sp|Q8TD30|ALAT2_HUMAN	ALAT2_HUMAN	AZ907	B2021-05-06	21.5941	0	1	1	3
psvid_29910_sp|P31948|STIP1_HUMAN	STIP1_HUMAN	AZ907	B2021-05-06	21.2739	0	1	1	5
psvid_29943_sp|Q96SQ9|CP2S1_HUMAN	CP2S1_HUMAN	AZ907	B2021-05-06	22.4137	0	1	1	5
psvid_30127_sp|Q9BRB3|PIGQ_HUMAN	PIGQ_HUMAN	AZ907	B2021-05-06	19.8798	0	1	1	2
psvid_30308_sp|Q7Z401|MYCPP_HUMAN	MYCPP_HUMAN	AZ907	B2021-05-06	22.6366	0	1	1	3
psvid_30431_sp|Q9H7F0|AT133_HUMAN	AT133_HUMAN	AZ907	B2021-05-06	19.6479	0	1	1	1
psvid_30464_sp|Q13123|RED_HUMAN	RED_HUMAN	AZ907	B2021-05-06	20.39	0	1	1	3
psvid_31298_sp|P04216|THY1_HUMAN	THY1_HUMAN	AZ907	B2021-05-06	20.7402	0	1	1	5
psvid_31417_sp|Q8N1B4|VPS52_HUMAN	VPS52_HUMAN	AZ907	B2021-05-06	18.5208	0	1	1	4
psvid_31448_sp|P49895|IOD1_HUMAN	IOD1_HUMAN	AZ907	B2021-05-06	22.2725	0	2	1	5
psvid_31538_sp|Q14151|SAFB2_HUMAN	SAFB2_HUMAN	AZ907	B2021-05-06	18.9928	0	1	1	1
psvid_31656_sp|P10155|RO60_HUMAN	RO60_HUMAN	AZ907	B2021-05-06	21.7274	0	2	1	3
psvid_32174_sp|Q9ULC6|PADI1_HUMAN	PADI1_HUMAN	AZ907	B2021-05-06	22.5578	0	1	1	2
psvid_32481_sp|Q9UQ90|SPG7_HUMAN	SPG7_HUMAN	AZ907	B2021-05-06	21.1805	0	1	1	6
psvid_32928_sp|Q9NV66|TYW1_HUMAN	TYW1_HUMAN	AZ907	B2021-05-06	18.4202	0	1	1	5
psvid_32943_sp|P03971|AMH_HUMAN	AMH_HUMAN	AZ907	B2021-05-06	23.2344	0	1	1	4
psvid_33048_sp|O14802|RPC1_HUMAN	RPC1_HUMAN	AZ907	B2021-05-06	22.3681	0	1	1	1
psvid_33106_sp|Q8IWR0|Z3H7A_HUMAN	Z3H7A_HUMAN	AZ907	B2021-05-06	19.5857	0	1	1	3
psvid_33137_sp|Q9ULJ3|ZBT21_HUMAN	ZBT21_HUMAN	AZ907	B2021-05-06	21.4798	0	1	1	2
