protein_group	AZ905	AZ907	AZ909	AZ906	AZ908	AZ910	AZ941	AZ942
sp|P62857|RS28_HUMAN	11	9	11	8	10	11	14	15
sp|Q9Y3D6|FIS1_HUMAN	11	12	10	10	7	11	13	12
sp|P13747|HLAE_HUMAN	9	11	10	10	6	16	3	8
sp|Q9H6V9|LDAH_HUMAN	13	6	6	15	4	4	19	14
sp|Q9NPD5|SO1B3_HUMAN	13	7	9	15	1	7	16	16
sp|P60033|CD81_HUMAN	12	8	9	10	9	7	16	21
sp|Q9H936|GHC1_HUMAN	11	6	8	17	5	5	10	10
sp|P0DTE4|UD2A1_HUMAN	9	23	10	9	11	5	8	16
sp|Q6NT55|CP4FN_HUMAN	8	8	10	10	3	9	15	17
sp|Q9NXW2|DJB12_HUMAN	12	13	11	11	7	7	9	12
sp|P35520|CBS_HUMAN	14	12	12	15	7	6	8	11
sp|Q01518|CAP1_HUMAN	18	7	11	12	3	8	11	9
sp|Q13510|ASAH1_HUMAN	17	9	10	11	9	9	8	8
sp|O75976|CBPD_HUMAN	13	11	14	14	6	8	6	5
sp|P12109|CO6A1_HUMAN	11	9	12	10	10	11	7	6
sp|P30044|PRDX5_HUMAN	12	9	9	12	6	10	11	9
sp|Q96KA5|CLP1L_HUMAN	10	13	11	8	7	10	8	11
sp|Q9H4M9|EHD1_HUMAN	21	6	9	16	10	3	11	10
sp|O60256|KPRB_HUMAN	18	4	10	18	7	11	9	6
sp|P27348|1433T_HUMAN	13	11	10	11	8	10	11	6
sp|P30039|PBLD_HUMAN	11	10	9	9	12	10	10	5
sp|P38117|ETFB_HUMAN	17	9	9	15	14	7	10	9
sp|Q8IZV5|RDH10_HUMAN	12	8	8	14	7	8	27	18
sp|P03928|ATP8_HUMAN	9	12	7	12	11	9	15	13
sp|P51857|AK1D1_HUMAN	11	20	6	9	14	5	8	9
sp|Q9Y617|SERC_HUMAN	10	13	9	11	9	8	10	6
sp|P11310|ACADM_HUMAN	20	13	5	9	10	5	8	10
sp|P35908|K22E_HUMAN	10	3	20	4	21	5	2	7
sp|Q9Y6Y8|S23IP_HUMAN	11	28	18	10	19	16	0	0
sp|P13797|PLST_HUMAN	14	12	8	13	10	8	8	11
sp|P52209|6PGD_HUMAN	8	10	8	13	11	8	10	8
sp|P54136|SYRC_HUMAN	9	7	15	6	4	17	3	3
sp|O76024|WFS1_HUMAN	4	9	16	3	5	16	6	7
sp|P02545|LMNA_HUMAN	6	23	6	3	20	10	4	0
sp|P47756|CAPZB_HUMAN	16	9	7	13	10	5	8	10
sp|Q6P1A2|MBOA5_HUMAN	9	6	10	11	4	8	16	19
sp|P08236|BGLR_HUMAN	8	15	8	12	12	9	5	5
sp|P21953|ODBB_HUMAN	10	11	10	12	12	9	6	3
sp|Q96QV6|H2A1A_HUMAN	8	11	11	7	10	13	4	4
sp|P27487|DPP4_HUMAN	23	7	16	21	5	16	0	0
sp|Q8N3C0|ASCC3_HUMAN	7	10	16	10	5	11	3	3
sp|Q15233|NONO_HUMAN	12	11	9	10	13	10	3	3
sp|Q9H115|SNAB_HUMAN	13	9	12	8	9	9	10	13
sp|Q9NP58|ABCB6_HUMAN	11	12	6	18	7	4	9	12
sp|K22E_HUMAN|	10	3	19	4	21	5	2	7
sp|P11234|RALB_HUMAN	16	12	9	12	9	7	8	10
sp|P31994|FCG2B_HUMAN	18	6	6	17	3	4	8	11
sp|P31995|FCG2C_HUMAN	18	6	6	17	3	4	8	11
sp|Q53EP0|FND3B_HUMAN	6	6	14	5	4	16	8	8
sp|Q92820|GGH_HUMAN	10	11	11	9	6	13	4	7
sp|P50402|EMD_HUMAN	10	12	12	10	9	12	7	5
sp|Q9UKS6|PACN3_HUMAN	18	5	14	15	3	8	13	9
sp|P01834|IGKC_HUMAN	12	14	6	11	10	7	5	4
sp|P49006|MRP_HUMAN	14	8	9	14	7	11	6	11
sp|Q9Y5L4|TIM13_HUMAN	12	8	6	16	8	6	15	12
sp|CATG_HUMAN|,sp|P08311|CATG_HUMAN	5	10	10	8	9	14	7	10
sp|P14406|CX7A2_HUMAN	10	8	12	11	11	9	7	7
sp|O95881|TXD12_HUMAN	13	8	10	9	11	10	7	7
sp|Q14568|HS902_HUMAN	14	5	11	12	5	12	14	7
sp|O60812|HNRC1_HUMAN	9	11	11	11	10	11	6	4
sp|B7ZW38|HNRC3_HUMAN,sp|P0DMR1|HNRC4_HUMAN	9	11	11	11	10	11	6	4
sp|B2RXH8|HNRC2_HUMAN	9	11	11	11	10	11	6	4
sp|O95154|ARK73_HUMAN	14	17	7	11	8	6	8	11
sp|P52758|RIDA_HUMAN	15	10	9	9	8	11	6	7
sp|P62495|ERF1_HUMAN	10	10	13	9	4	12	6	6
sp|P57105|SYJ2B_HUMAN	18	6	8	11	7	10	16	13
sp|O60664|PLIN3_HUMAN	8	11	7	7	14	11	8	8
sp|O95182|NDUA7_HUMAN	14	7	5	9	10	7	9	12
sp|Q9BXK5|B2L13_HUMAN	16	7	11	15	3	8	6	5
sp|P13473|LAMP2_HUMAN	12	13	9	12	11	6	7	4
sp|P49773|HINT1_HUMAN	12	6	5	9	10	10	11	16
sp|Q07075|AMPE_HUMAN	19	5	11	15	5	11	7	8
sp|Q08043|ACTN3_HUMAN	14	12	8	14	6	8	7	11
sp|Q9UHQ4|BAP29_HUMAN	12	12	8	9	8	10	9	7
sp|P62191|PRS4_HUMAN	10	11	12	7	7	11	1	6
sp|Q14974|IMB1_HUMAN	14	6	10	14	4	7	8	6
sp|Q9NZ45|CISD1_HUMAN	10	6	8	13	10	8	10	9
sp|Q969I6|S38A4_HUMAN	10	10	8	12	6	10	13	13
sp|P05546|HEP2_HUMAN	12	17	6	10	8	5	8	1
sp|Q92928|RAB1C_HUMAN	10	8	9	8	9	10	14	16
sp|P26440|IVD_HUMAN	13	14	7	9	10	2	3	1
sp|P09471|GNAO_HUMAN	20	9	9	10	7	8	8	7
sp|P17980|PRS6A_HUMAN	11	7	10	7	7	15	1	1
sp|Q13505|MTX1_HUMAN	9	10	9	10	7	8	9	11
sp|P67812|SC11A_HUMAN	9	10	10	8	10	10	6	6
sp|O00116|ADAS_HUMAN	7	11	10	9	9	7	11	8
sp|Q14643|ITPR1_HUMAN	10	13	9	11	9	7	6	7
sp|A6NHL2|TBAL3_HUMAN	11	10	7	8	13	7	15	11
sp|Q9BRR6|ADPGK_HUMAN	10	11	8	12	10	9	5	4
sp|Q86VP6|CAND1_HUMAN	13	9	12	9	7	7	4	2
sp|Q9NYQ3|HAOX2_HUMAN	9	5	12	9	3	12	7	10
sp|O94855|SC24D_HUMAN	6	31	15	5	21	14	0	0
sp|P20338|RAB4A_HUMAN	12	8	7	11	7	8	14	10
sp|P26641|EF1G_HUMAN	10	8	12	7	5	13	6	3
sp|Q71UM5|RS27L_HUMAN	16	7	8	14	8	7	12	12
sp|Q13310|PABP4_HUMAN	5	2	17	6	2	11	10	6
sp|Q86TM6|SYVN1_HUMAN	9	9	13	10	5	8	9	13
sp|O14828|SCAM3_HUMAN	9	6	9	11	5	13	10	12
sp|Q8N2G8|GHDC_HUMAN	7	13	8	10	5	9	14	11
sp|P55735|SEC13_HUMAN	13	8	11	12	5	7	3	3
sp|Q9H082|RB33B_HUMAN	9	4	11	10	5	11	13	11
sp|Q9Y512|SAM50_HUMAN	11	8	5	14	7	8	8	7
sp|P78417|GSTO1_HUMAN	8	13	8	10	10	7	8	8
sp|Q15366|PCBP2_HUMAN	8	9	12	8	9	9	8	8
sp|O43678|NDUA2_HUMAN	11	11	8	10	8	7	7	8
sp|P61421|VA0D1_HUMAN	10	8	8	11	5	8	11	10
sp|Q9Y6I9|TX264_HUMAN	8	9	9	9	6	7	12	12
sp|P56134|ATPK_HUMAN	6	6	6	12	13	12	7	7
sp|Q13190|STX5_HUMAN	14	13	9	13	7	10	7	6
sp|Q687X5|STEA4_HUMAN	12	8	8	15	5	10	8	5
sp|Q96AQ6|PBIP1_HUMAN	14	16	2	7	10	6	10	8
sp|O14657|TOR1B_HUMAN	12	15	5	10	8	5	4	6
sp|P01903|DRA_HUMAN	12	19	9	11	12	10	0	1
sp|P53999|TCP4_HUMAN	4	3	3	4	2	3	16	18
sp|Q9Y639|NPTN_HUMAN	11	8	11	13	6	9	4	4
sp|P36268|GGT2_HUMAN	10	7	9	11	6	10	10	11
sp|P56385|ATP5I_HUMAN	13	8	8	10	7	9	12	9
sp|P62995|TRA2B_HUMAN	8	13	6	7	12	8	2	1
sp|O00410|IPO5_HUMAN	11	5	11	12	3	9	5	7
sp|P54619|AAKG1_HUMAN	11	9	13	7	10	11	5	6
sp|Q9Y3Z3|SAMH1_HUMAN	10	5	14	5	4	8	8	13
sp|P62851|RS25_HUMAN	11	10	8	9	7	8	11	14
sp|Q9NNX6|CD209_HUMAN	14	8	7	12	12	7	6	5
sp|O96008|TOM40_HUMAN	14	5	4	10	6	7	9	11
sp|Q14139|UBE4A_HUMAN	8	9	12	10	5	9	9	5
sp|Q9BWD1|THIC_HUMAN	7	12	8	8	8	8	8	9
sp|P06213|INSR_HUMAN	16	4	13	6	4	9	5	2
sp|Q13838|DX39B_HUMAN	3	14	10	4	10	11	1	2
sp|Q9H9S3|S61A2_HUMAN	7	9	10	7	6	8	13	11
sp|P07360|CO8G_HUMAN	12	9	11	9	6	8	6	5
sp|P62333|PRS10_HUMAN	9	10	10	9	7	10	1	4
sp|A6NHG4|DDTL_HUMAN	10	6	9	11	11	8	8	8
sp|P20339|RAB5A_HUMAN	9	6	9	10	4	5	13	11
sp|Q86WU2|LDHD_HUMAN	8	20	2	4	6	2	6	5
sp|O60610|DIAP1_HUMAN	18	1	7	16	4	2	3	4
sp|P83731|RL24_HUMAN	12	5	2	10	3	2	10	12
sp|Q9P0Z9|SOX_HUMAN	11	9	4	10	9	6	9	11
sp|P16989|YBOX3_HUMAN	7	3	11	5	2	15	17	13
sp|P61009|SPCS3_HUMAN	10	9	7	10	8	8	13	10
sp|Q9BX93|PG12B_HUMAN	9	10	10	7	10	7	8	6
sp|Q9ULD0|OGDHL_HUMAN	7	7	18	6	8	15	0	1
sp|O15533|TPSN_HUMAN	5	13	12	4	8	9	5	4
sp|Q14749|GNMT_HUMAN	9	6	13	10	6	9	5	6
sp|O95139|NDUB6_HUMAN	13	8	9	11	3	5	10	10
sp|Q9H0W9|BKGD_HUMAN	13	12	5	7	8	7	2	1
sp|Q16555|DPYL2_HUMAN	16	0	12	10	2	8	14	10
sp|Q6YN16|HSDL2_HUMAN	9	8	8	11	7	9	10	8
sp|Q5JNZ5|RS26L_HUMAN	11	9	8	11	6	7	11	14
sp|Q9BXJ8|TACAN_HUMAN	9	3	7	12	4	7	17	15
sp|O14949|QCR8_HUMAN	11	8	8	13	8	7	7	8
sp|P47813|IF1AX_HUMAN	8	4	11	7	7	10	7	8
sp|Q13283|G3BP1_HUMAN	7	2	14	5	7	13	1	2
sp|O43493|TGON2_HUMAN	15	10	6	13	10	10	7	7
sp|O95340|PAPS2_HUMAN	18	16	5	13	13	4	0	1
sp|P13807|GYS1_HUMAN	7	7	12	4	5	11	10	10
sp|P19105|ML12A_HUMAN	15	7	5	15	6	8	9	12
sp|O14950|ML12B_HUMAN	15	7	5	15	6	8	9	12
sp|Q13733|AT1A4_HUMAN	10	7	8	9	8	10	6	10
sp|A6NDB9|PALM3_HUMAN	15	4	12	16	2	5	11	10
sp|P06748|NPM_HUMAN	4	6	9	8	13	10	5	6
sp|P32929|CGL_HUMAN	9	13	6	7	12	5	4	4
sp|Q15800|MSMO1_HUMAN	10	7	10	7	3	5	17	12
sp|P35555|FBN1_HUMAN	25	0	12	16	1	8	3	5
sp|P35998|PRS7_HUMAN	11	7	11	9	4	9	2	4
sp|P59190|RAB15_HUMAN	9	5	9	8	9	9	12	11
sp|Q13445|TMED1_HUMAN	9	8	12	6	9	8	4	4
sp|Q99460|PSMD1_HUMAN	10	6	10	8	7	11	4	4
sp|Q9H0V9|LMA2L_HUMAN	9	8	12	6	6	10	3	1
sp|Q9NRW1|RAB6B_HUMAN	10	4	9	10	5	9	9	8
sp|P49207|RL34_HUMAN	11	7	9	15	3	4	13	10
sp|P62195|PRS8_HUMAN	10	6	11	10	6	11	3	5
sp|Q9H6U8|ALG9_HUMAN	8	12	9	10	6	6	4	3
sp|O95716|RAB3D_HUMAN	9	6	8	9	8	10	8	7
sp|Q14520|HABP2_HUMAN	15	5	6	12	4	6	7	8
sp|P14868|SYDC_HUMAN	9	10	14	9	6	13	2	0
sp|P48739|PIPNB_HUMAN	7	13	3	7	14	6	1	1
sp|P50053|KHK_HUMAN	10	5	10	10	5	8	9	5
sp|Q9BYV7|BCDO2_HUMAN	12	5	5	10	1	6	11	9
sp|O14745|NHRF1_HUMAN	11	7	11	8	7	10	4	5
sp|P28799|GRN_HUMAN	10	8	7	10	9	5	8	5
sp|P39060|COIA1_HUMAN	9	11	7	6	8	7	10	5
sp|O60220|TIM8A_HUMAN	14	7	5	8	9	9	8	10
sp|P21810|PGS1_HUMAN	15	4	4	12	1	4	15	19
sp|O75251|NDUS7_HUMAN	10	6	4	7	5	3	17	12
sp|P31153|METK2_HUMAN	10	12	6	11	11	4	6	6
sp|P62899|RL31_HUMAN	8	7	9	8	9	8	7	9
sp|P49753|ACOT2_HUMAN	8	12	4	11	8	2	5	4
sp|P26368|U2AF2_HUMAN	6	8	11	7	4	9	8	6
sp|Q86YT5|S13A5_HUMAN	7	9	5	8	4	3	13	11
sp|LYSC_HUMAN|,sp|P61626|LYSC_HUMAN	5	10	9	4	9	10	7	5
sp|O95255|MRP6_HUMAN	13	9	7	9	7	6	7	6
sp|P47897|SYQ_HUMAN	6	5	14	5	3	12	4	4
sp|Q6IQ22|RAB12_HUMAN	9	7	10	9	5	8	9	8
sp|Q9GZM5|YIPF3_HUMAN	6	8	10	5	7	11	5	3
sp|O00217|NDUS8_HUMAN	8	7	5	12	7	6	11	10
sp|O75821|EIF3G_HUMAN	7	7	12	8	3	9	5	4
sp|P15531|NDKA_HUMAN	7	7	9	9	5	9	11	8
sp|Q8IXB1|DJC10_HUMAN	9	7	10	10	4	8	3	2
sp|Q9BUN8|DERL1_HUMAN	5	12	7	6	6	8	12	11
sp|P06756|ITAV_HUMAN	14	8	10	8	5	6	4	2
sp|Q8TAA3|PSMA8_HUMAN	8	6	12	9	7	8	3	3
sp|Q9UL25|RAB21_HUMAN	12	4	9	9	2	6	24	23
sp|P11766|ADHX_HUMAN	7	7	6	8	10	9	9	10
sp|P51153|RAB13_HUMAN	8	8	6	8	7	8	12	18
sp|Q9BY50|SC11C_HUMAN	8	9	10	9	4	8	8	9
sp|Q8TDB6|DTX3L_HUMAN	3	9	7	6	10	11	4	4
sp|Q9UBR1|BUP1_HUMAN	9	9	7	8	9	9	2	2
sp|P60900|PSA6_HUMAN	10	9	10	6	7	8	3	1
sp|P99999|CYC_HUMAN	14	14	12	16	14	10	0	0
sp|CYC_HUMAN|	14	14	12	16	14	10	0	0
sp|Q16629|SRSF7_HUMAN	7	11	6	6	9	8	3	7
sp|Q5HYI8|RABL3_HUMAN	11	6	6	5	4	4	13	10
sp|P25325|THTM_HUMAN	10	10	7	10	7	5	5	3
sp|P53990|IST1_HUMAN	9	3	9	12	2	7	6	5
sp|Q5T2N8|ATD3C_HUMAN	9	5	4	11	2	3	12	10
sp|Q9Y2T7|YBOX2_HUMAN	7	3	9	5	2	13	17	13
sp|P02765|FETUA_HUMAN	6	9	15	9	6	4	5	2
sp|O94911|ABCA8_HUMAN	20	0	6	16	1	5	5	5
sp|Q03518|TAP1_HUMAN	8	8	7	5	8	8	12	12
sp|Q6NXT6|TAPT1_HUMAN	9	4	7	9	4	6	9	9
sp|Q8NCA5|FA98A_HUMAN	4	8	19	3	10	19	0	0
sp|Q8WUM4|PDC6I_HUMAN	25	3	6	21	1	3	11	11
sp|Q9P0J0|NDUAD_HUMAN	11	6	8	11	5	7	10	11
sp|P05109|S10A8_HUMAN	5	6	13	5	5	13	1	1
sp|Q58FG0|HS905_HUMAN	9	1	7	10	3	8	6	11
sp|Q9H223|EHD4_HUMAN	13	6	6	10	6	8	4	5
sp|P06753|TPM3_HUMAN	11	5	7	13	8	8	3	5
sp|P13489|RINI_HUMAN	10	11	7	8	5	8	3	3
sp|Q13247|SRSF6_HUMAN	5	10	8	9	8	7	5	6
sp|Q9HA82|CERS4_HUMAN	9	7	4	6	7	3	11	9
sp|P04259|K2C6B_HUMAN	6	10	11	7	13	10	0	7
sp|P0DMM9|ST1A3_HUMAN,sp|P0DMN0|ST1A4_HUMAN	9	7	3	11	4	3	10	11
sp|P08195|4F2_HUMAN	18	9	3	15	4	3	3	4
sp|Q86TX2|ACOT1_HUMAN	8	11	4	11	7	2	5	4
sp|Q96F07|CYFP2_HUMAN	5	8	11	7	5	5	9	8
sp|Q9NZ43|USE1_HUMAN	13	6	8	11	7	6	6	7
sp|Q9Y3A5|SBDS_HUMAN	15	7	4	14	3	6	3	1
sp|P37837|TALDO_HUMAN	7	11	7	8	9	6	5	5
sp|Q3ZCQ8|TIM50_HUMAN	11	7	6	10	5	6	7	7
sp|Q8N4Q1|MIA40_HUMAN	9	7	6	11	4	7	16	13
sp|Q9NS69|TOM22_HUMAN	9	3	5	8	3	5	14	9
sp|P14923|PLAK_HUMAN	16	6	6	14	8	5	4	5
sp|P61160|ARP2_HUMAN	9	7	5	11	6	6	8	6
sp|P67936|TPM4_HUMAN	17	4	7	16	7	6	1	1
sp|O95197|RTN3_HUMAN	6	6	7	9	8	9	6	8
sp|P10253|LYAG_HUMAN	9	11	5	8	6	10	4	3
sp|P27144|KAD4_HUMAN	11	13	3	9	14	3	4	3
sp|P30153|2AAA_HUMAN	13	5	8	11	4	9	2	5
sp|Q6NVY1|HIBCH_HUMAN	12	10	2	10	7	2	12	7
sp|O14602|IF1AY_HUMAN	7	3	9	7	6	10	5	6
sp|Q92504|S39A7_HUMAN	7	6	10	10	5	6	10	8
sp|O96000|NDUBA_HUMAN	12	7	4	15	6	6	10	7
sp|P09104|ENOG_HUMAN	10	6	6	13	7	7	7	6
sp|P29992|GNA11_HUMAN	12	4	5	13	1	4	9	7
sp|Q86Y82|STX12_HUMAN	5	8	8	9	10	6	4	2
sp|O43681|GET3_HUMAN	8	8	7	6	7	7	8	9
sp|Q06033|ITIH3_HUMAN	10	8	7	10	7	5	7	4
sp|O95140|MFN2_HUMAN	11	6	8	8	3	4	9	9
sp|Q8NC56|LEMD2_HUMAN	8	5	7	8	8	10	6	7
sp|Q9H078|CLPB_HUMAN	10	9	7	9	3	5	4	1
sp|P13796|PLSL_HUMAN	11	8	6	10	7	6	6	7
sp|Q08170|SRSF4_HUMAN	6	6	8	9	7	8	6	8
sp|P46952|3HAO_HUMAN	9	8	3	9	9	6	4	5
sp|P60604|UB2G2_HUMAN	11	8	7	7	7	5	10	11
sp|Q5BJF2|SGMR2_HUMAN	5	9	7	7	3	3	10	9
sp|Q9BW72|HIG2A_HUMAN	9	6	5	8	10	7	8	12
sp|P35527|K1C9_HUMAN	12	11	12	10	0	15	0	15
sp|Q86X29|LSR_HUMAN	8	4	12	10	2	6	8	5
sp|Q96GQ5|RUSF1_HUMAN	3	9	9	4	1	7	11	15
sp|P40616|ARL1_HUMAN	9	9	7	7	4	5	6	6
sp|P0CG08|GPHRB_HUMAN,sp|B7ZAQ6|GPHRA_HUMAN	8	7	4	8	5	5	8	12
sp|P37108|SRP14_HUMAN	10	5	8	7	4	10	5	7
sp|P08621|RU17_HUMAN	8	9	10	5	9	12	0	1
sp|Q6UWP7|LCLT1_HUMAN	9	9	6	4	7	8	7	8
sp|Q6UXB4|CLC4G_HUMAN	9	10	3	7	11	3	3	3
sp|Q92947|GCDH_HUMAN	8	9	6	8	6	8	3	3
sp|Q9NQ39|RS10L_HUMAN	13	5	7	10	8	4	9	10
sp|Q9UKU0|ACSL6_HUMAN	8	5	8	6	6	8	12	7
sp|O15127|SCAM2_HUMAN	9	3	10	7	4	8	9	5
sp|P15153|RAC2_HUMAN	6	10	6	7	5	8	8	5
sp|Q14444|CAPR1_HUMAN	9	4	11	8	3	10	1	1
sp|P56556|NDUA6_HUMAN	7	5	7	7	4	5	9	9
sp|Q8WVC6|DCAKD_HUMAN	5	4	4	5	3	6	13	8
sp|P27695|APEX1_HUMAN	7	7	9	5	5	6	9	7
sp|P29692|EF1D_HUMAN	6	7	8	5	8	9	3	2
sp|Q9H0C2|ADT4_HUMAN	6	6	5	8	8	8	9	13
sp|P49721|PSB2_HUMAN	6	9	8	6	4	10	1	1
sp|P53582|MAP11_HUMAN	10	3	8	12	3	4	3	1
sp|P61018|RAB4B_HUMAN	8	4	8	7	6	8	10	8
sp|Q32P28|P3H1_HUMAN	7	7	9	6	5	8	3	5
sp|Q9BQE4|SELS_HUMAN	4	6	10	3	6	10	4	6
sp|Q9P2W9|STX18_HUMAN	8	10	5	4	6	5	8	7
sp|Q9UL46|PSME2_HUMAN	11	7	7	8	4	7	10	7
sp|O75494|SRS10_HUMAN	4	9	7	3	9	11	2	1
sp|P60763|RAC3_HUMAN	5	7	7	7	5	10	5	4
sp|Q9Y241|HIG1A_HUMAN	7	8	5	11	6	6	7	12
sp|Q9Y383|LC7L2_HUMAN	4	6	6	2	5	6	9	10
sp|P20851|C4BPB_HUMAN	5	6	7	7	9	9	5	3
sp|P28066|PSA5_HUMAN	7	9	14	6	4	12	0	1
sp|Q9H7Z7|PGES2_HUMAN	12	8	7	9	5	3	3	2
sp|O75027|ABCB7_HUMAN	8	7	2	10	4	1	8	6
sp|Q92900|RENT1_HUMAN	13	2	12	6	0	12	6	5
sp|Q9UHA4|LTOR3_HUMAN	9	6	3	9	8	5	8	6
sp|Q8WTV0|SCRB1_HUMAN	7	6	11	5	3	7	5	8
sp|Q99735|MGST2_HUMAN	8	6	7	7	7	6	8	13
sp|P24298|ALAT1_HUMAN	14	4	4	10	0	4	9	9
sp|Q8N0Y7|PGAM4_HUMAN	6	10	7	6	7	5	8	6
sp|Q99729|ROAA_HUMAN	7	5	10	6	4	9	2	2
sp|Q9UNF0|PACN2_HUMAN	6	6	9	6	6	8	3	5
sp|P23258|TBG1_HUMAN	8	7	8	8	5	8	1	2
sp|Q9NRH3|TBG2_HUMAN	8	7	8	8	5	8	1	2
sp|Q9Y276|BCS1_HUMAN	11	9	2	12	5	4	9	11
sp|O00330|ODPX_HUMAN	5	7	9	6	7	9	3	2
sp|P0DOY3|IGLC3_HUMAN	11	9	5	11	7	3	7	4
sp|P0DOY2|IGLC2_HUMAN	11	9	5	11	7	3	7	4
sp|Q96BY9|SARAF_HUMAN	7	7	7	7	5	6	9	8
sp|Q9NW15|ANO10_HUMAN	6	10	5	7	7	2	7	7
sp|O75828|CBR3_HUMAN	7	9	4	7	8	7	6	5
sp|P14209|CD99_HUMAN	1	7	8	2	5	5	10	7
sp|P30837|AL1B1_HUMAN	16	6	4	10	7	3	9	12
sp|K1C9_HUMAN|	10	10	11	9	0	14	0	15
sp|P27708|PYR1_HUMAN	9	4	15	4	4	11	7	6
sp|Q58FG1|HS904_HUMAN	9	6	6	10	4	7	7	5
sp|Q96QK1|VPS35_HUMAN	8	17	15	5	8	8	0	0
sp|Q9BRP8|PYM1_HUMAN	10	5	6	10	5	4	7	7
sp|Q13085|ACACA_HUMAN	6	11	9	4	6	6	4	3
sp|Q68CJ9|CR3L3_HUMAN	5	7	7	3	3	9	7	10
sp|Q8IUE6|H2A2B_HUMAN	4	12	8	3	5	6	5	4
sp|Q06210|GFPT1_HUMAN	4	9	12	4	6	8	1	1
sp|Q14699|RFTN1_HUMAN	12	3	7	8	1	5	3	4
sp|Q9H3P7|GCP60_HUMAN	8	11	9	3	9	9	1	0
sp|Q14573|ITPR3_HUMAN	5	10	6	8	9	4	3	5
sp|Q8IVS8|GLCTK_HUMAN	7	8	6	9	6	5	7	6
sp|P43243|MATR3_HUMAN	4	4	16	4	7	10	2	0
sp|Q9H845|ACAD9_HUMAN	15	3	3	11	4	6	12	16
sp|Q9UJ14|GGT7_HUMAN	7	7	8	9	6	6	1	1
sp|P51649|SSDH_HUMAN	10	5	3	10	4	3	12	7
sp|Q14118|DAG1_HUMAN	11	5	5	7	5	7	7	6
sp|Q6UWW8|EST3_HUMAN	6	8	9	2	9	6	2	1
sp|P56537|IF6_HUMAN	10	5	5	9	4	8	5	8
sp|Q9H1X3|DJC25_HUMAN	7	5	4	7	3	4	10	7
sp|Q9UBQ5|EIF3K_HUMAN	5	8	9	7	4	5	3	6
sp|Q14344|GNA13_HUMAN	13	6	5	7	5	7	3	2
sp|Q5BJD5|TM41B_HUMAN	6	5	8	6	6	7	5	8
sp|Q8IXI1|MIRO2_HUMAN	8	7	4	8	3	3	12	11
sp|P09417|DHPR_HUMAN	9	8	5	7	7	5	4	10
sp|Q5JTJ3|COA6_HUMAN	7	7	6	8	6	4	11	10
sp|P02538|K2C6A_HUMAN	5	7	9	5	12	9	0	5
sp|P48668|K2C6C_HUMAN	5	7	9	5	12	9	0	5
sp|Q96JE7|SC16B_HUMAN	18	6	1	13	2	4	1	0
sp|P62070|RRAS2_HUMAN	10	5	5	8	2	7	6	4
sp|Q08380|LG3BP_HUMAN	8	6	6	7	6	8	2	2
sp|Q99943|PLCA_HUMAN	5	9	6	5	4	7	9	4
sp|BID_HUMAN|,sp|P55957|BID_HUMAN	8	7	5	7	7	7	2	4
sp|Q52LJ0|FA98B_HUMAN	3	4	12	2	8	13	1	0
sp|P04070|PROC_HUMAN	9	11	4	6	9	3	5	3
sp|P26232|CTNA2_HUMAN	8	4	5	7	5	7	6	5
sp|P56470|LEG4_HUMAN	6	16	6	3	11	2	0	1
sp|P62328|TYB4_HUMAN	11	7	6	7	8	3	7	4
sp|P68431|H31_HUMAN	3	8	8	2	9	6	2	2
sp|Q5T8D3|ACBD5_HUMAN	5	3	6	4	4	5	7	10
sp|Q9HCM4|E41L5_HUMAN	11	3	5	7	3	7	6	6
sp|O00186|STXB3_HUMAN	9	6	7	8	3	7	3	5
sp|O15400|STX7_HUMAN	8	7	7	7	8	7	5	5
sp|P24844|MYL9_HUMAN	10	2	3	12	2	6	6	9
sp|Q6PIU2|NCEH1_HUMAN	8	10	8	11	8	4	3	0
sp|Q86U17|SPA11_HUMAN	11	7	3	8	5	3	2	3
sp|Q9NYU1|UGGG2_HUMAN	4	7	7	9	4	7	3	2
sp|Q8IWB7|WDFY1_HUMAN	8	6	7	8	5	5	7	4
sp|Q8NEW0|ZNT7_HUMAN	4	4	4	3	4	5	9	9
sp|Q96IU4|ABHEB_HUMAN	7	9	4	8	8	2	10	9
sp|Q9P2X0|DPM3_HUMAN	8	6	6	4	6	6	11	6
sp|P52815|RM12_HUMAN	8	3	8	8	3	8	6	6
sp|O75907|DGAT1_HUMAN	5	9	4	3	2	5	20	23
sp|P57721|PCBP3_HUMAN	6	7	7	4	6	6	5	5
sp|Q58FF6|H90B4_HUMAN	9	4	6	7	6	6	4	5
sp|Q93100|KPBB_HUMAN	3	8	11	2	5	7	1	2
sp|O95298|NDUC2_HUMAN	10	4	6	6	2	5	5	8
sp|P38405|GNAL_HUMAN	11	4	7	8	3	3	3	2
sp|P59666|DEF3_HUMAN	5	9	6	6	8	4	6	6
sp|P59665|DEF1_HUMAN	5	9	6	6	8	4	6	6
sp|P62314|SMD1_HUMAN	5	5	8	7	5	7	5	4
sp|Q07021|C1QBP_HUMAN	5	2	6	6	3	8	8	5
sp|Q30154|DRB5_HUMAN	9	11	4	9	10	1	2	2
sp|Q6ZV29|PLPL7_HUMAN	6	4	9	7	4	3	5	7
sp|Q9Y6A9|SPCS1_HUMAN	7	5	6	6	5	6	7	8
sp|P22303|ACES_HUMAN	7	13	2	4	9	5	2	2
